2B,3B,AB,BB,BBA,CG,CS,DP,E,ER,ERA,FP,H,HA,HBP,HR,HRA,IPouts,R,RA,SB,SF,SHO,SO,SOA,SV,score
0.69474663,0.7299414399999999,1.08153086,1.4023805999999999,0.92361795,1.1805746400000001,1.59843526,0.69032401,0.56306912,1.51512338,0.7385252099999999,0.6004657099999999,1.46573592,0.63448728,0.91702746,1.4366859,1.03799833,0.68617149,1.2041466,0.99850397,0.95907609,0.65348016,0.65754453,0.44591972,0.98770095,0.76811781,1.0194079807989338
0.83828454,1.12780883,1.2277398,1.14049877,0.6498914,0.90258172,0.60538684,1.13241202,1.3116684,0.78210354,0.7984392499999999,0.5138845400000001,0.93328636,1.14530962,1.18781092,1.23695166,1.49352304,0.7237685,1.48510707,0.43403201,0.54432119,0.94764833,0.93061524,0.79553716,1.18708673,0.55139526,1.0063386073302354
0.6321019999999999,1.59617713,1.11288646,1.58948982,0.51215773,0.41416876999999996,1.32162676,1.2772226500000001,0.6581355600000001,0.58377425,0.94437511,0.69638627,0.43223407,1.10435798,1.33503529,1.41302195,0.80157893,0.61444084,1.09097061,0.53707986,0.96817483,0.95265605,0.88596295,0.72532266,0.99287655,1.04324785,1.0086234507133587
0.96766629,1.58555803,1.00961665,1.40693264,1.39811678,1.48131091,0.43577856000000004,0.89031061,1.01168679,0.64305889,0.56222311,0.67690357,0.81822113,0.50393602,1.51953866,0.5205732000000001,0.62268773,0.91996344,0.82059792,1.11200521,0.90141267,1.2904142699999999,1.4772202700000001,1.17574238,0.97185543,0.9123372,1.053083768611488
0.99818996,1.5960494299999999,1.04535118,1.1618191,1.39162891,0.7001989399999999,0.63374281,0.83180764,0.9679201,1.2203007399999999,0.56607509,1.22318039,0.58647985,0.4086824,0.43265961,1.23607564,0.72607424,0.6938354600000001,1.5979468,1.5875612399999999,1.0028264,1.15332363,0.82362194,0.52557969,0.71652848,1.13313725,0.9834969181211471
1.29126432,0.57258255,1.41486154,1.29024025,1.49205102,1.27759434,1.54681414,0.6912232700000001,0.76792826,1.5385141500000001,0.9823938,1.09278972,1.45087383,1.02540981,1.07077675,0.45864077999999997,0.8966167899999999,1.4537166400000001,1.5655831500000001,1.27552892,0.4451052,1.08921193,0.64827974,0.89367925,1.10990394,1.47351195,0.9750151320657356
0.4561121,0.84748229,1.19034722,1.01945451,0.44636831,1.28139509,0.6326292499999999,1.13965336,0.52045367,0.96099722,0.45305757999999996,0.7285989900000001,0.71482366,0.8373323699999999,0.62651681,0.7996090499999999,1.57213379,1.2605505,1.10594836,0.59259372,0.45171912999999997,1.05549628,0.82234546,0.98138756,0.74458636,1.35519743,1.0252778409935095
1.42736153,0.52326765,1.33805366,1.13360489,0.44813566000000005,0.59131321,1.5803611499999999,0.84985091,1.44633104,0.5556922200000001,0.99471475,0.41265032,1.10426432,0.9050106,1.44119272,1.57271395,1.15052474,0.66147923,1.1408538400000001,0.70866373,1.361114,1.21060792,0.72190254,0.47774137000000005,0.6386844899999999,0.62281392,0.9731009862930795
1.47627618,1.18701537,0.80988625,0.89977663,0.95553777,0.66397391,1.00679072,0.80507956,0.97675816,0.6373379299999999,0.53155376,0.88289666,1.5722534700000002,0.40335429,0.6084089100000001,1.56623199,0.48419396000000003,0.41500051000000004,1.2578079899999999,1.3400194,1.1512554,1.01091561,1.18336152,0.89353528,1.51580728,1.33379278,0.9892074080472183
1.05446409,1.24248889,0.55203878,0.8512449,0.49039904999999995,1.07957339,1.27131818,0.43463432,0.70572079,0.87381731,1.05782128,1.25643483,0.97214403,1.13764209,0.5217470399999999,0.48558250999999997,0.4590449,0.51461965,1.5116191300000001,1.02757236,0.40279847,1.26485637,0.5244128100000001,0.75787344,1.34666863,1.59148698,0.9838409483614343
1.2299978,0.74438157,1.31168264,0.5800356799999999,0.7525853499999999,1.47153598,1.51359894,0.68422082,0.97158571,0.45287725,0.87797815,0.7507275,0.74580724,1.50916859,0.67167629,0.60993348,0.74694175,1.55237946,1.4093809,0.88769571,1.57882533,0.85556373,0.6873739999999999,1.33931858,0.77328565,0.88347191,1.0565484866840908
1.02005371,0.40817282,1.43651815,1.35364391,1.23956116,1.56045948,1.11309607,0.43386734000000005,0.84059792,0.95166116,0.9628961,1.30515308,0.83888134,1.0240192,1.10453311,1.20480278,0.86032464,0.98699691,1.54583272,0.9010225000000001,0.44821575999999996,0.86919892,0.46141966999999995,0.50150719,0.47616004,1.03444133,0.9932992755937063
1.5799010500000001,1.43322785,0.40877607000000005,0.7768341599999999,0.96998792,0.52057161,1.40446263,0.5647734600000001,0.5964056200000001,0.54251721,1.30823703,0.7339371100000001,1.54684474,0.76384167,0.94506039,0.82932199,1.32620968,0.80673498,0.41932704,0.50049086,1.4858219400000001,0.52340393,1.20166679,0.73793425,0.89205736,1.35087766,1.0114230252157888
1.58509527,1.14417699,1.41256759,1.25104777,0.46220088000000004,0.7361942699999999,0.93545209,1.49400121,0.6052526899999999,1.38894586,0.43533882999999995,0.67275928,1.18139415,0.44427876,0.51694778,0.99630182,0.66342167,1.05681015,0.81429797,0.79397032,1.02854737,1.2605291,0.79580388,0.7197401,0.55129836,1.37366569,0.9930574879099142
1.2972318299999999,0.55401548,1.5053126300000002,0.94124898,0.58135748,0.88947806,0.43259596,1.03103781,0.94673264,1.57611764,0.6322609299999999,0.89002964,0.48479085,1.48974211,1.53056858,0.73421089,0.41088079,0.45779166000000004,1.51345145,0.65168096,0.89247723,0.64032046,0.69519568,0.52703515,1.5524475500000001,1.02162991,1.001711051248038
0.91477955,1.13651687,0.47354186,0.7357201,0.96197548,1.34629501,1.21189331,1.53997785,0.42867725,0.51949231,0.9072783600000001,1.22765415,0.54161929,0.50304532,0.75617972,0.57006941,0.4188265,0.84446932,1.49336836,0.48818653,1.55750258,1.40669142,1.3117295,0.55457753,0.92955002,0.46842039999999996,1.0049680315301985
1.57110375,0.69481483,1.03706156,0.99082142,0.48557879000000004,0.55888954,1.05852729,0.40469805999999997,0.41737364,0.58245583,1.04894517,0.56965849,1.43724107,1.5961303999999998,1.15056071,1.2938543,0.95779827,1.38111585,1.5800527,1.5121997299999999,1.56309988,0.61836811,1.32342929,1.2826973,0.61887382,1.04096558,1.0161659712054247
0.80619105,1.35165497,1.08135074,1.5783547,0.54160975,1.48774485,0.7459254,1.33265594,1.49499352,1.09237316,0.76096193,1.24278522,0.88151796,1.07901849,0.6721195799999999,1.4280994599999999,1.44711671,1.05117749,1.31162206,1.01693118,1.20248491,1.46925894,0.90118851,0.70256137,0.9024314,0.84827239,0.976865290807052
1.57423505,1.2627458,1.44358178,1.2450016,0.95648236,0.90452093,1.07054259,0.75631946,1.07328342,1.05204177,0.7187192099999999,0.49771472000000005,1.23451945,1.45062508,1.2816881900000001,1.06442266,0.77669323,1.33982074,1.35991121,0.92747776,1.44041282,0.97168735,1.53716095,1.4846422000000001,0.58275123,0.49337681,1.02621905626068
0.6784608999999999,0.9322028,0.96612048,0.90776032,0.8533230199999999,0.81209713,0.89446739,1.5360722199999999,0.46406576,0.84255755,0.7717947199999999,0.83423068,0.53870814,1.17655391,1.09566136,1.26423539,0.71448786,0.53770449,0.95431272,0.57344578,0.43088872,1.24127202,1.04706454,0.75237621,1.31186543,0.93209876,1.0553950450149607
0.61712837,1.15770987,0.44631686000000004,1.2299246799999999,1.3990398800000001,1.50692866,1.3575689,0.97302979,1.46831833,0.85065473,0.7460111700000001,0.75456758,1.47142641,0.56690161,1.4257544,0.95060519,0.93917852,1.12577765,1.15398636,0.53092882,0.8751966,1.33005153,0.62305608,1.35301213,1.33523698,0.47181185999999997,0.9902242586192107
0.9563086199999999,0.56624977,1.17090532,0.7604968599999999,1.08968923,0.49678543,1.5604050200000001,1.31189307,1.18730687,0.4989367,0.49475062999999997,0.40968872,1.49887652,0.42166108,1.29859029,1.08918828,0.7448422800000001,1.35745476,1.4077169299999999,0.70724579,1.09435123,1.1079948,0.40192037,1.23036776,0.8348659,1.11780993,0.9607514691263088
0.93346273,0.98828806,0.84433968,1.10252938,0.55105298,0.96769869,0.83041646,1.52425605,1.10867033,0.86995222,1.2613393099999999,0.93033867,1.53007297,0.9503717,1.05752749,0.54568397,1.25606888,0.72248702,1.56021673,0.94893823,1.25690855,0.98415194,1.3825760599999999,0.74189313,0.5843937100000001,1.1562416899999999,1.0101226704667672
1.59793191,1.2169914,1.35307251,0.89048018,1.49583541,0.6545560699999999,0.7162075999999999,0.40809679,0.82276726,1.09925856,1.06073905,1.25655169,0.91979185,0.6633522700000001,1.3915679,0.5588949999999999,0.51098819,0.8523619,1.52184343,0.5550037800000001,0.43094915,1.05809635,0.43330451999999997,0.8394098,0.44434790999999996,1.07032642,0.9905261995267806
1.52682198,1.15107618,0.95929703,1.17946541,1.24428732,0.58286601,0.40869096000000005,0.9480058,0.9055824299999999,0.6791553699999999,1.16705398,1.5406860500000001,0.8107549000000001,0.91023009,1.3450013699999999,1.25362678,0.7572146200000001,0.52335444,1.1268847499999999,0.5364432100000001,0.87783346,1.3581421900000001,0.77058515,0.53354032,1.2854850199999999,0.78524879,1.0000006065368898
1.0636247,1.52836342,0.7272736,0.83082485,1.42713683,1.17818574,0.51228922,0.42741001999999995,0.45981954999999997,0.41940052000000005,1.19757709,0.63418761,1.15860783,1.4050690399999999,0.87778166,1.47393426,1.54278842,0.76288065,1.3661411399999999,1.22150003,1.29643536,1.11245506,0.95334976,1.3857033300000001,0.56973772,0.51737644,0.9223717362506311
0.97889819,0.62905452,0.47164258000000003,0.77923974,0.81405455,0.6173523000000001,1.50252784,1.3033973699999999,0.5823090799999999,0.48746297000000005,1.21529349,0.44070445999999996,0.6466432,0.79599632,0.64083661,1.05018199,1.0235067899999999,1.25622184,1.48233131,0.91022359,1.03884117,1.56762229,1.19630237,0.98538406,0.88050666,0.45333186999999997,1.0099958030062308
0.60341875,1.17019644,0.78786411,1.41670628,0.45165451,1.51578028,1.10514835,1.29329285,1.28942421,0.6400857799999999,0.92330734,1.56451761,0.77534019,0.93769479,0.54620202,1.08373817,0.77560914,1.44114092,1.45002455,1.07690181,0.48506402000000004,0.5662721,1.3940585300000001,1.2902701300000001,0.98112932,0.69817554,0.9952830176103559
1.23783657,0.92306566,0.59177152,0.89811448,0.99849516,1.28108056,1.13246915,1.17459523,0.89600434,0.60043722,0.93676521,0.49477443,1.29795583,0.40205926000000003,1.1511137200000001,0.95527987,0.84467285,0.8511560300000001,1.14971083,1.24358125,0.89633796,1.120768,1.04181765,0.5203650799999999,0.5662263599999999,1.53022535,1.014667396621979
1.02809425,1.35323376,0.76807106,1.40457233,0.44588448999999997,0.97080402,1.55430542,1.28745334,0.83462931,1.59606303,0.88281858,0.45616760999999995,1.21360988,1.25976855,0.98410661,0.450657,1.50583449,0.75686284,1.17272298,0.49250011000000005,0.40727701000000005,0.49033174,0.42626516000000003,0.63903904,0.54005618,0.92997374,0.9966099531547746
1.11898603,1.02115252,0.6885941099999999,0.7091043699999999,0.81698448,0.87939052,0.94871556,0.51566668,0.6165035,0.86269432,0.5486664,0.6038357999999999,0.51721439,1.0598756,0.70801101,0.72172042,1.1205277,0.77260467,1.53791843,1.18261863,1.14523174,1.04481818,0.68399695,1.27557735,0.86405393,1.41316368,1.0210253189899403
1.2976057,0.61594679,1.14215012,0.73810312,0.60937763,0.74748082,0.95179166,1.15860843,0.9384538,0.79604694,0.98282834,0.65131417,1.01004904,0.54968186,1.16040469,0.42666718000000003,1.00899828,0.88632488,1.41824572,0.83454023,1.12270812,0.7503126,0.8236370399999999,0.41915661000000004,1.22599187,1.19733836,1.0268884582677116
1.45954034,0.53992715,0.5251271200000001,1.4512806999999999,0.46172528,0.6685914,0.7941810300000001,1.43585323,1.53131794,0.90899314,0.41734885,0.94643712,1.27339883,1.14983486,1.37606407,1.33040455,1.16872706,0.87092347,0.99755104,0.99071634,0.45864085,0.57021477,0.98393208,1.46439177,0.90181709,0.6164854200000001,1.0021635912951283
1.0425116,1.4909906,1.23956285,1.44798293,1.07142147,0.8188388799999999,1.32470829,1.43106441,0.73772083,0.69130079,0.46518317,1.42580053,1.21961897,0.81086036,0.73269666,0.48826712000000005,1.24633447,1.03645095,1.16592499,1.27748361,0.5655036099999999,0.58036816,0.99121293,0.99124204,0.72429978,1.01776225,0.9910131560685378
1.38124688,1.46790747,1.5517024,1.05217812,0.43667247,0.90309381,1.39303578,1.23133025,0.85260998,0.46924047999999996,0.79387229,0.81594439,0.51737256,1.34447344,1.57330711,1.2634943,1.01173881,1.00398482,0.66969736,0.43879577999999997,1.51830308,0.82107587,0.88891495,0.99036415,1.14620071,1.46611162,1.0191861401490208
1.33070114,1.0948893,1.57809153,0.98825396,0.67183105,1.2764149,0.65590013,1.15894548,1.17250779,0.64553797,0.85579083,0.9494501,1.27864622,0.66431711,0.70703514,1.09552633,1.3285075800000001,0.9128807800000001,0.5481240199999999,0.76302108,1.33722571,0.91716127,0.58410832,0.73827943,1.3053550600000001,0.7352963699999999,1.0198357460094396
1.12960006,0.6997719,1.13904851,1.45300983,0.5784640999999999,1.47705773,0.94921327,0.5800272,0.85803558,1.4228433200000001,0.7300990700000001,1.22990279,1.5901743499999998,1.5928335900000001,1.3528783,1.25268916,0.45776386,0.6303355900000001,1.4838267,0.74966384,1.10278563,0.45191318,0.81093782,0.74150381,0.8820721,1.27165228,0.9999159103387414
1.42664539,1.44700618,0.68114648,1.25357004,0.6322756700000001,1.09619363,0.78942432,1.26873262,0.76351943,1.1366980899999999,0.52608053,0.430901,0.4545013,0.87433406,0.9753278400000001,0.49285783000000005,0.5187270399999999,1.59835138,0.72391462,0.5824844,0.95056884,1.44159349,1.50550378,0.56668919,1.14373174,0.79836514,0.9982409504503178
0.46833209,1.08685931,0.76291275,0.88404588,0.40625111999999997,1.0863922,0.6394545899999999,0.46543987,1.12106406,0.47339643,0.42243494000000004,0.97373455,1.55334263,0.5920894400000001,0.82842996,1.56142161,1.27946847,1.2215034,1.07070341,0.88891588,0.45580082,1.33195758,1.47469426,0.7179355000000001,0.83444615,0.41418111,1.002283964838991
1.36443023,0.99350381,0.92558326,0.79372137,0.43245935,1.48753792,0.9641759,1.4416479,0.7174895299999999,0.83767502,0.44838261999999995,0.41699738,1.10086886,1.18139876,0.85717875,1.36249693,0.94073098,0.56387416,0.49847189999999997,0.5103222199999999,1.58962694,0.8288010299999999,1.28718291,1.52076049,0.6927449999999999,0.99290428,1.0139625480415906
0.6677448100000001,1.54509373,1.56965623,0.6806946199999999,0.59431395,0.41665903000000004,1.15784617,1.02064551,0.73108693,0.9738578,0.53124628,0.70289018,0.96816195,0.96540028,1.59912269,0.5186288299999999,0.9554562,1.24556412,1.3586032000000001,1.4446304699999999,0.93142876,1.42661005,1.5633047,1.30475501,1.34528877,1.29399364,0.9899660638163141
1.12792118,1.37871893,1.28816987,1.49027068,1.3676878700000001,1.35877813,0.48061182999999996,1.1228486,1.50912673,0.44812699,1.12264972,0.44055184000000003,1.32355439,0.7766753,0.95555772,0.40572531999999994,0.72404052,1.4869494300000001,1.4015802,0.8089283700000001,0.42068910000000004,1.42356027,1.18049719,1.06288353,0.90662211,0.46683231999999997,0.9402241365385143
0.92009206,0.97568858,0.9305753,1.2656649,1.53935387,0.6994358700000001,1.09319873,0.6878112599999999,0.68766231,1.54289235,1.37499458,0.86616097,1.0436657,1.5887243500000001,1.09443053,0.44947982,0.48006859999999996,0.72327829,1.55908894,0.59414721,0.91061079,0.62081314,0.9057905900000001,1.55496896,1.22973331,0.69262872,1.0030614778826725
0.7800348500000001,1.17151888,1.56764734,1.05362248,1.0681334200000001,1.24433279,0.73917807,0.97001074,1.3561804,1.05686793,0.5112480500000001,1.34524676,0.7108809700000001,0.56506699,1.12544967,0.72002305,0.78135617,0.85914853,1.50640284,1.18568209,1.39483521,0.60812135,1.16520378,1.44226706,1.35999791,1.42006662,1.007478668072187
0.50532133,1.12264717,1.0052674,1.1486775200000001,0.59052386,0.49474658000000005,0.8769172,1.29791948,1.32947287,0.8497065500000001,1.10165031,1.53168915,1.59040008,1.522146,1.2655629400000001,1.18766442,0.98600673,1.07010095,1.3789490500000001,0.5096031,1.33710389,1.46638699,0.8995588,1.33402455,1.24451003,1.31464377,0.9594030506250415
0.83244849,0.43554093000000005,1.33388723,0.9635241,0.72366091,1.36632979,0.42183083,0.7299841499999999,0.94816311,0.42720661000000004,0.45472362,1.4492206,1.03493481,1.09049148,1.58489568,1.35501528,1.26981744,1.34945188,1.40527658,0.61478715,1.33760521,1.1323388699999999,0.88234956,0.94064493,1.17909824,0.61005508,1.00229794638476
0.93726111,0.40190693,0.73462832,0.83683783,1.24666344,0.76600736,0.63569495,0.82771129,0.73773517,0.93227234,0.6656479399999999,1.28901675,0.67544749,1.25548184,0.6004632599999999,0.62676805,0.66449455,0.55010117,1.26484707,0.44421184,0.88674259,0.94329166,1.36853864,0.96788889,1.50266407,1.41341956,0.9801757030776214
0.9553508,1.45469468,1.59443494,1.46742284,0.93456915,1.36026838,0.92668524,1.21018121,0.66955385,0.41491681999999996,0.58500882,1.26542943,0.43463593,1.18746815,1.56897237,0.46284301000000005,0.97421474,1.29175495,1.57210683,1.26190352,0.70137537,0.9610119,0.94670397,0.58143346,1.59970462,0.53876575,1.0270434286681804
1.35768593,0.98844944,1.3178344100000001,1.33763772,1.1828093100000001,1.55827968,0.69277634,0.61501356,0.61823329,0.90085757,0.40549645,1.25604461,1.10940384,1.18077192,0.51566001,0.99987855,1.5626319899999999,1.47559093,1.03136861,0.86247021,0.64119244,0.7595635000000001,0.50052973,0.95309305,0.8711717999999999,1.50381907,0.9881733962611619
1.08848875,1.42669947,0.44767075999999995,0.71221954,1.22116106,1.43410753,0.57587432,1.06273206,1.13466415,0.5192143300000001,0.68783338,1.29957893,1.35248898,0.8057235700000001,1.01467755,1.53572658,0.71489099,0.64115362,1.5059271600000002,0.7171737499999999,0.8765603200000001,1.19119024,1.18372565,1.00785673,1.06476204,0.92168322,1.024898202405555
1.25471688,0.74248203,0.7843204500000001,1.5736619699999999,1.25493206,1.48666516,0.40642044,1.14909108,0.92299597,0.50322314,1.0722822,0.94358268,1.16195892,1.34004399,0.9881196,1.2549163,0.90310186,1.0662062,1.5083691099999998,0.52628969,1.2776021499999999,1.34509397,0.84122887,0.50567103,0.51529596,0.64036171,0.9744238638706327
0.8125061,0.56292925,0.9113670700000001,1.58519845,0.73317055,1.01907127,0.91478937,1.09642751,0.52418595,1.35990825,0.6079970800000001,1.4330425199999999,1.27360274,1.1880712,1.29093635,1.14260376,1.13003128,0.40533211,0.77281871,0.57439019,0.72143216,1.00041488,1.50177401,1.25210175,0.73952874,0.79430932,1.004635328281824
0.6486489,1.00652936,1.58688129,0.62656073,1.48367791,0.5109233799999999,1.0891664,1.16916025,0.66578493,0.73178829,0.77614699,1.24307129,0.98390903,1.48660271,0.90439267,0.93362702,0.72148721,1.15906295,1.29879596,0.5317240400000001,1.40151917,1.11983329,0.43084493,0.7236368799999999,1.42814536,1.26058928,0.9731218312792292
1.16558816,0.83920002,0.89187326,0.56394508,0.7844358,0.8876593,0.5893948099999999,1.51324744,1.11280046,0.76374869,1.42532166,1.45148377,0.88565335,1.28561954,1.19287973,1.20744921,0.76049932,0.44301285,1.48681935,1.44868422,1.19066282,1.5505617900000002,1.3635538,0.5260028999999999,0.72806763,0.96304079,1.0071916652127473
1.12338522,1.42925326,1.08870808,1.5331611299999999,0.79241445,0.68743065,0.92503828,0.75128906,0.7252906800000001,0.99642138,1.46216929,0.96694077,1.06455975,1.01339321,0.8960138,1.44901273,0.43463909,1.5030410600000002,1.48673732,1.49733007,0.87403904,1.35381879,0.98627121,1.59904818,1.4019919299999999,0.97983392,1.019176201194201
0.41545690999999996,0.68192964,0.52309107,1.00162022,0.98285595,0.56708823,1.45163694,1.19691725,0.70137472,1.37501454,0.72173475,1.31349698,1.43523038,1.5473615,1.1610667000000001,0.95346556,0.84311062,1.01206662,1.34702931,0.76701782,1.07939685,0.65359981,0.6800154700000001,0.69413787,1.4909920300000001,0.83022501,0.9856730209371947
0.57721566,1.09262033,0.88860666,0.71533259,1.40625349,1.32394724,0.5751907,1.5234584,0.40851088,0.8724123699999999,0.5670980400000001,0.49568499,0.91424103,0.68550332,0.86735164,0.7000889800000001,1.07905782,0.5807780499999999,0.97325284,0.45001605,0.76805378,0.96729939,0.97389221,1.53666225,1.56989761,1.12078887,1.028753507509935
0.8281804,1.37189389,1.5925201900000001,1.21903237,1.51690449,1.2041778,1.28515941,0.88387582,0.74561901,0.47638731999999995,0.74982178,1.1321975,0.46261691000000005,0.50635287,0.41519406000000003,0.80048889,0.6849687799999999,1.14876758,1.48436205,0.57932596,1.35950551,0.51333191,1.42829429,0.79244436,0.7884874,0.47493666999999995,0.9822359636390522
0.8889848,1.42583421,1.53892999,1.4861125,0.9757012,1.17400171,0.73726807,0.77793893,1.46832289,0.99434541,1.2703033000000001,0.49070338,0.87241724,0.50146025,1.55458154,0.54885664,1.11178339,1.51169594,1.38242127,1.21008212,0.66634856,0.6330161000000001,0.5989885699999999,0.41049416000000005,0.91827992,0.99126671,0.9870870857125723
1.29088978,1.1542080000000001,1.06819401,0.83323546,0.76944608,0.7349619000000001,0.51511595,0.45692725,0.94554364,0.7283373799999999,0.41614169999999995,0.90711712,1.1809707999999999,0.46712427,0.46830802000000005,0.85334828,0.5872989399999999,0.50050672,0.5043665900000001,0.51559334,1.45466811,0.7656267999999999,1.12442831,0.95473013,1.2490639,0.54348485,1.0437125120570347
1.28082967,1.56447534,1.35818255,0.86334522,1.55349323,1.3698913,0.5566813500000001,1.5913467300000002,0.71871765,1.38315509,0.64816418,0.53328155,0.9326967,1.39461619,0.61697468,0.55310332,1.46952679,0.54720556,1.21408203,1.07647021,1.37382559,1.3117882299999999,0.47191475000000005,1.36345574,0.8328602700000001,0.96802274,0.9933656691261894
1.15157383,0.91634047,0.95802907,1.54853473,0.88122791,0.68527755,0.98697103,0.99062723,1.39615876,0.43658772,1.45994457,1.27101251,0.55414857,0.56288916,1.10419449,0.6284352,1.36301475,1.24791151,1.02246033,0.58124687,0.59505331,1.27720695,1.3128345000000001,0.5603183,1.53117685,1.1129704,0.9743269436141023
0.6497340899999999,1.14363912,1.54709903,1.52246481,0.6132093599999999,0.84399514,0.96540476,1.3835926299999999,0.7365895499999999,0.99536921,0.92624249,0.65220554,1.42097724,0.7718598999999999,0.8892963700000001,0.41601030000000006,1.12944821,0.70898255,1.33022659,0.8726082900000001,0.6001053199999999,1.50026706,1.5914023400000001,0.47577513000000005,0.69555648,0.73972273,1.010021964346017
1.52306118,0.7077757,1.01397746,0.98201911,0.61741501,1.53327777,1.45797498,0.6373082999999999,0.83538703,1.12524371,0.74852964,1.30804155,1.47863096,0.6762896899999999,0.76596351,0.57242735,1.44977753,0.88075087,1.52338594,0.46601812,1.20746899,0.79226293,0.95143599,0.54154892,1.13360811,1.3068374,1.0036189299501304
1.4643995,0.60856325,1.00056339,1.43280189,0.5228803799999999,0.67899629,0.70167448,1.3236780000000001,0.71043302,0.92508832,0.72153647,1.197309,0.7458057499999999,0.84850499,1.10452138,1.20333784,0.99366434,0.61549951,0.75913639,0.49686728999999996,0.45093300000000003,0.49499097999999997,1.25842163,0.61573033,1.22928361,1.21511004,1.0112261779087532
0.85723858,0.83079405,0.78565786,1.53146487,1.00875656,1.56526793,1.21497838,0.51211865,0.81033512,1.17940091,0.61035908,0.40543969,0.99277667,1.21292662,0.81162253,0.59961712,0.97779606,0.75606118,1.36594881,1.428189,0.94453746,1.46098236,1.05329533,0.57713802,0.79274944,0.69231599,1.0107738651508278
0.99017934,0.88769017,0.43338231000000005,0.98525757,1.55197762,1.58966253,1.14632951,1.3768573800000001,0.42092240000000003,1.45622062,0.6131854999999999,1.24990546,1.45752976,1.30724923,1.02509723,0.8150877,1.5960001099999999,0.80997379,1.17423587,0.5343954799999999,0.47955362999999995,0.40324488,0.50355275,0.47715090000000004,0.89080651,1.45704157,0.9683043520403376
